,Artist,Track,Spotify_ID,danceability,energy,acousticness,instrumentalness,liveness,valence,tempo,key,loudness,mode,duration_ms,time_signature
1058,Rich The Kid,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,0.876,0.519,0.202,0,0.108,0.158,94.981,11,-6.531,1,175230,4
1059,Khalid & Swae Lee,The Ways,5jyyPsIGM2yqkZN9R3TmvN,0.727,0.72,0.0626,1.21e-06,0.176,0.589,140.08,11,-5.856,0,238893,4
1060,SOB X RBE,Paramedic!,2tPcTFiQF9MbVUyjZ3zDhA,0.856,0.652,0.177,0,0.193,0.471,97.017,1,-5.324,1,219307,4
1061,Kendrick Lamar & Travis Scott,Big Shot,5cXg9IQS34FzLVdHhp7hu7,0.855,0.478,0.00759,0,0.101,0.284,130.018,1,-9.116,1,221827,4
1062,Marshmello & Anne-Marie,Friends,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,0.205,0,0.128,0.534,95.079,9,-2.384,0,202621,4
1063,Kendrick Lamar,Black Panther,5qN4HFkapdAOV94XPryVof,0.618,0.582,0.625,3.84e-06,0.265,0.48,90.035,1,-9.454,1,130613,4
1064,Lauv,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,0.535,2.55e-06,0.104,0.419,91.97,9,-7.621,1,197437,4
1065,Khalid & Normani,Love Lies,45Egmo7icyopuzJN0oMEdk,0.708,0.648,0.0956,0,0.134,0.338,143.955,6,-5.626,1,201707,4
1066,Daniel Caesar Featuring Kali Uchis,Get You,7zFXmv6vqI4qOt4yGf3jYZ,0.658,0.294,0.422,5.2e-05,0.0749,0.358,74.038,4,-8.533,0,278180,4
1067,Post Malone Featuring Ty Dolla $ign,Psycho,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,0.546,0,0.111,0.459,140.06,8,-8.094,1,221440,4
1068,Logic,44 More,3e7Y6sfFlIdBMJhX7wpqVO,0.824,0.584,0.0718,0,0.106,0.219,139.965,10,-7.098,0,188600,4
1069,6ix9ine,Billy,5KhFaq45chTw8RGfWo8T8J,0.764,0.711,0.175,0,0.105,0.774,90.076,4,-3.818,0,112667,4
1070,5 Seconds Of Summer,Want You Back,2vHfabj6nFebekTYODqntl,0.618,0.867,0.00699,1.03e-06,0.202,0.579,98.03,0,-4.915,1,173082,4
1071,6ix9ine Featuring Tory Lanez & Young Thug,RONDO,3p6JF5nt0bZOSgZRONNZp0,0.605,0.789,0.053,0,0.735,0.731,189.866,9,-4.833,0,138474,4
1072,Blac Youngsta,Booty,0FbSpY8RPxTRxi1Fpj9Dz9,0.938,0.549,0.000831,0.000243,0.082,0.412,144.005,1,-8.368,1,160038,4
1073,High Valley,She's With Me,2p2cCrOaNrIOLk5ArtlHy6,0.599,0.931,0.0285,0,0.102,0.788,111.012,11,-3.662,1,180302,4
1074,Cole Swindell,Break Up In The End,5Z19ylxppfnfdP4JH0u8oj,0.507,0.372,0.481,0,0.271,0.257,86.422,1,-8.433,1,199693,4
1075,Janelle Monae,Make Me Feel,5gW5dSy3vXJxgzma4rQuzH,0.859,0.413,0.132,0,0.334,0.697,115.035,1,-7.399,1,194230,4
1076,XXXTENTACION,Sad!,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,0.258,0.00372,0.123,0.473,75.023,8,-4.88,1,166606,4
1077,"DJ Khaled Featuring JAY Z, Future & B",Top Off,1W6wxOOYyJyyok8fqYSZ3m,0.573,0.591,0.0107,0,0.455,0.232,86.721,11,-6.715,0,230713,5
1078,Logic & Marshmello,Everyday,4EAV2cKiqKP5UPZmY6dejk,0.667,0.741,0.0425,0,0.0761,0.422,149.908,1,-4.099,1,204747,4
1079,Meghan Trainor,No Excuses,7fCNUWi6uflDTQ08srxMZk,0.827,0.658,0.0224,0,0.0417,0.523,115.016,6,-3.846,1,152862,4
1080,XXXTENTACION,Changes,7AFASza1mXqntmGtbxXprO,0.669,0.308,0.883,0,0.0984,0.52,64.934,11,-10.068,1,121887,4
1081,Rae Sremmurd & Juicy J,Powerglide,1BuZAIO8WZpavWVbbq3Lci,0.713,0.831,0.0168,0,0.118,0.584,173.948,1,-4.75,0,332301,4
1082,Nicky Jam x J Balvin,X,5YUyW9opqNsMSEzzecZih1,0.594,0.749,0.0338,0.00106,0.3,0.694,179.968,9,-5.298,0,172854,4
1083,Joyner Lucas & Chris Brown,Stranger Things,34I0nBvoE0ZXmqbKiJ5BWS,0.867,0.663,0.443,0,0.117,0.481,121.978,10,-5.838,0,219733,4
1084,Chris Brown,Tempo,0709StHzSeXpdj2zmqF2o2,0.769,0.482,0.192,0,0.0903,0.487,120.959,10,-7.205,1,218744,4
1085,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,2pg2TiYo9Rb8KeB5JjP7jS,0.741,0.61,0.316,0,0.534,0.72,125.99,6,-7.34,0,276960,4
1086,Blake Shelton,I Lived It,5slddJ629YcePvqD6Uyk8r,0.557,0.571,0.476,0.00114,0.101,0.392,80.981,10,-8.106,1,219600,4
1087,SZA,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,0.692,0.684,0.131,0,0.156,0.406,112.912,6,-7.364,1,231253,4
1088,Bad Wolves,Zombie,1vNoA9F5ASnlBISFekDmg3,0.448,0.826,0.00756,0,0.117,0.19,77.093,2,-3.244,0,254805,4
1089,Logic Featuring Wiz Khalifa,Indica Badu,0jqBo5RYn008f4ZY8kPewW,0.742,0.72,0.0402,0.000846,0.0839,0.97,77.011,0,-2.876,1,260320,4
1090,Logic,Contra,7u90MSvVyEjL0c8icaE7jl,0.804,0.823,0.104,0,0.2,0.616,126.007,8,-5.837,1,217147,4
1091,Lil Yachty Featuring NBA YoungBoy,NBAYoungboat,6K2anECyrckidwf5wxS78Q,0.769,0.807,0.0515,0,0.111,0.364,82.422,11,-2.966,1,139845,4
1092,Logic,Overnight,3s3VVLE1kB7Xk2AoJKlGmr,0.861,0.745,0.00138,1.87e-05,0.141,0.889,150.002,1,-6.77,1,217560,4
1093,Lil Yachty Featuring Trippie Redd,66,6tarvNiKnEjYMj1VZhlDqR,0.667,0.723,0.0455,0.000193,0.213,0.251,148.058,5,-4.31,0,153475,4
1094,Logic,Midnight,1GtVGc1UYin3zpMUdNSSpM,0.568,0.607,0.0867,0,0.0972,0.269,95.056,9,-7.438,0,241427,4
1095,Logic Featuring Big Sean,Wassup,5KVciTEfXvpcFHR3RFbtJy,0.777,0.57,0.0869,0,0.121,0.321,139.993,1,-6.833,1,219480,4
1096,Taylor Swift,Delicate,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,0.216,0.000357,0.0911,0.0499,95.045,9,-10.178,0,232253,4
1097,Logic,Yuck,0D5CXSUx8GOCHSY8KWgi9h,0.619,0.798,0.168,0,0.17,0.71,156.151,11,-5.517,0,173693,4
1098,Lil Yachty Featuring Ugly God,Boom!,2PsZsnqSMXt4oKi0xHVvgF,0.844,0.699,0.191,0,0.194,0.753,132.955,1,-5.794,1,229525,4
1099,Logic,BoomTrap Protocol,4fZxGiES1FKbNqJPrI4L3s,0.747,0.532,0.0549,2.78e-06,0.121,0.347,77.032,10,-5.474,0,221360,4
1100,Logic Featuring Young Sinatra,Warm It Up,3W4JFzOQdo5J2Wgt9DFg24,0.827,0.643,0.257,0,0.094,0.433,95.965,10,-6.414,0,240093,4
1101,Lil Dicky Featuring Chris Brown,Freaky Friday,10Igtw8bSDyyFs7KIsKngZ,0.755,0.599,0.147,0,0.109,0.755,133.123,8,-5.042,1,216632,4
1102,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,0.921,0.537,0.556,0.00404,0.102,0.711,128.009,9,-5.723,0,135090,4
1103,Lin-Manuel Miranda & Ben Platt,Found / Tonight,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1104,XXXTENTACION,The Remedy For A Broken Heart (Why Am I So In Love),4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,0.779,0.000993,0.137,0.271,119.705,1,-11.192,1,160184,4
1105,Shawn Mendes,In My Blood,5Sb7ezm2KtV0E5TOOzOdRd,0.622,0.711,0.0573,0,0.13,0.487,140.016,5,-7.321,1,211360,4
1106,XXXTENTACION,Numb,01TnVDiet1DFTsyWKUKovl,0.414,0.416,0.1,0.179,0.131,0.196,159.91,11,-8.024,0,186268,4
1107,XXXTENTACION Featuring Joey Bada$$,Infinity (888),7J2gyNghNTzl4EsLhXp01Q,0.562,0.579,0.274,0,0.102,0.577,84.143,10,-6.788,0,176591,4
1108,Luke Combs,One Number Away,4gB7HrYHbJVJ5RFOjxmoq4,0.544,0.781,0.00585,0,0.191,0.527,144.075,6,-6.16,0,221800,4
1109,Foster The People,Sit Next To Me,4BdGO1CaObRD4La9l5Zanz,0.638,0.738,0.117,0.000384,0.689,0.657,97.021,6,-4.976,0,243147,4
1110,XXXTENTACION,Going Down!,7CkbRn6S0itJqcqn88AtSV,0.873,0.663,0.0216,0.000356,0.0867,0.525,135.499,1,-4.086,1,115194,4
1111,The Chainsmokers,Everybody Hates Me,6ufrOaf4v6Qady6GiIpQ0s,0.475,0.752,0.00703,0,0.406,0.515,154.957,11,-6.596,0,223467,4
1112,Panic! At The Disco,Say Amen (Saturday Night),76vMKwFtdDDCLcM6zXybjB,0.491,0.867,0.167,0,0.458,0.602,167.965,6,-2.313,0,189187,4
1113,Shawn Mendes X Zedd,Lost In Japan,575NJxNUVDqwJGdzBrlLbv,0.706,0.855,0.0911,0,0.347,0.293,107.184,10,-5.377,1,201253,4
1114,Famous Dex,Japan,5PTG6rrL6EPFD9E2QMI2pl,0.733,0.678,0.121,0,0.344,0.841,175.985,6,-7.771,1,142000,4
1115,Morgan Wallen Featuring Florida Georgia Line,Up Down,3EWMoDIm6lzuR0zQKtuCJX,0.589,0.882,0.0813,0,0.146,0.793,129.915,6,-3.039,1,197253,4
1116,Darius Rucker,For The First Time,0LG2cFomCi8Fb664Lvr3Nu,0.547,0.804,0.00738,0,0.0308,0.666,142.016,6,-5.268,1,197053,4
1117,Alice Merton,No Roots,4CdfFYzaAJ0y0beKzmgJSn,0.863,0.657,0.264,0.00619,0.0713,0.829,115.958,7,-7.295,1,235813,4
1118,The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,0.17,0,0.307,0.175,134.17,1,-4.954,1,228373,3
1119,Cardi B,Be Careful,1NJEjLZiUIzBFSM1UhooI6,0.819,0.568,0.0252,0,0.0952,0.535,152.284,6,-8.231,0,210787,4
1120,The Weeknd,Try Me,4ppTAJUbNXELZcoUaL90wo,0.456,0.679,0.596,0.000573,0.129,0.107,92.026,8,-5.778,0,221107,4
1121,The Weeknd,Wasted Times,7DKS0rX27cCEPsK0R6tFWS,0.56,0.678,0.61,1.42e-05,0.111,0.29,122.585,10,-6.167,0,220293,4
1122,The Weeknd Featuring Gesaffelstein,I Was Never There,1cKHdTo9u0ZymJdPGSh6nq,0.323,0.737,0.142,0.000162,0.163,0.155,113.26,10,-4.008,1,241067,4
1123,The Weeknd Featuring Gesaffelstein,Hurt You,6QdnKD1zwEgyOWtkrdzlOF,0.476,0.718,0.263,0.00261,0.109,0.361,183.932,5,-7.227,0,230027,4
1124,Queen Naija,Medicine,4lFfMRH0YH4pW5gczTDbNC,0.741,0.37,0.24,0,0.118,0.13,116.06,8,-8.437,0,219136,4
1125,The Weeknd,Privilege,0Nwar8rweBUyfyuoyjjUvk,0.404,0.564,0.915,0.00252,0.134,0.371,93.631,11,-7.013,0,170573,4
1126,Ella Mai,Boo'd Up,0At2qAoaVjIwWNAqrscXli,0.561,0.779,0.0862,0,0.078,0.235,81.965,10,-5.107,0,256064,4
1127,"Tyler, The Creator",OKRA,74ZovzRxHBvCq5yIwe8boh,0.589,0.57,0.0456,1.51e-06,0.137,0.441,136.203,1,-9.54,1,151027,4
1128,Chris Lane Featuring Tori Kelly,Take Back Home Girl,0N9uZRrJQ3lO5TmInEjLxc,0.493,0.796,0.39,0,0.0957,0.644,159.988,11,-3.971,1,212107,4
1129,Dierks Bentley,"Woman, Amen",3nBXOlFTADNvG9nkqy2O2W,0.484,0.804,0.000837,9.29e-06,0.17,0.391,119.838,5,-5.889,1,179827,4
1130,2 Chainz Featuring YG & Offset,Proud,365wwIjijQdlRJEjUWTidq,0.791,0.813,0.758,0,0.143,0.907,173.937,10,-4.244,0,234667,4
1131,H.E.R.,Focus,3tZs3nVjySLbL320lP4mvs,0.415,0.313,0.255,1.4e-05,0.117,0.0875,84.953,1,-12.945,0,200133,4
1132,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,0.0891,9.7e-05,0.119,0.758,93.372,8,-6.474,1,210747,4
1133,"Cardi B, Bad Bunny & J Balvin",I Like It,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,0.099,0,0.372,0.65,136.048,5,-3.998,0,253390,4
1134,Cardi B Featuring Migos,Drip,2qcG0nZ6S3zZV0UrkY5nFo,0.968,0.589,0.0511,0,0.0731,0.268,129.993,11,-7.808,1,262308,4
1135,Cardi B Featuring SZA,I Do,1f5PNhkNgUpvDEeZfcIlO1,0.886,0.473,0.27,2.58e-05,0.0864,0.438,135.065,7,-7.338,0,200205,4
1136,Cardi B Featuring Kehlani,Ring,5DfWF0jqMgZDCiu9zJENTA,0.767,0.543,0.049,0,0.115,0.485,106.029,1,-7.881,0,177140,4
1137,Cardi B,Get Up 10,7p2ewixAShLpjDZrnzZK7c,0.806,0.57,0.0977,0,0.105,0.454,93.015,1,-6.927,1,231453,4
1138,Cardi B Featuring Chance The Rapper,Best Life,00B7TZ0Xawar6NZ00JFomN,0.62,0.625,0.287,0,0.314,0.665,167.911,9,-7.438,1,284856,4
1139,Cardi B,Bickenhead,17Yq72h0p15OhCbZ5lJ5gd,0.884,0.814,0.154,1.67e-06,0.158,0.907,155.938,7,-5.333,1,181624,4
1140,Cardi B,Thru Your Phone,0pxb6k94gDSXmbT5hSM6xh,0.837,0.549,0.17,0,0.057,0.211,121.957,0,-5.722,1,188524,4
1141,Cardi B & YG,She Bad,0CfmNX2TXk7yoJqHJiixnp,0.791,0.504,0.0183,0,0.0963,0.355,159.949,10,-7.864,1,230953,4
1142,Cardi B,Money Bag,1vBeIXlzbAieGoDqInav5j,0.947,0.788,0.107,0.000691,0.108,0.454,129.977,10,-6.138,0,229005,4
1143,YoungBoy Never Broke Again,Diamond Teeth Samurai,1k7KigfkZh2Xb6khqV1a0K,0.799,0.659,0.00451,0,0.13,0.256,177.957,10,-5.593,0,162488,4
1144,Calvin Harris & Dua Lipa,One Kiss,7ef4DlsgrMEH11cDZd32M6,0.791,0.862,0.037,2.19e-05,0.0814,0.592,123.994,9,-3.24,0,214847,4
1145,A$AP Rocky Featuring Moby,A$AP Forever,3oHkMCVJyOcjg5FhfLc2Rq,0.428,0.754,0.3,0,0.136,0.394,125.948,5,-6.416,0,315773,4
1146,Nicki Minaj,Barbie Tingz,2qsQ8eVDPmobZpvDxQCVQu,0.917,0.679,0.0867,0,0.588,0.453,102.449,6,-6.083,1,191700,4
1147,Kenny Chesney,Get Along,6n6OQfBpCgzF9oEg8zhBN7,0.632,0.804,0.101,0,0.17,0.35,92.456,7,-6.109,1,199625,4
1148,Nicki Minaj,Chun-Li,1e4rwBPVI32vZtTJu7mJ4J,0.686,0.73,0.278,4.76e-05,0.106,0.474,128.943,6,-5.077,0,191600,5
1149,Halsey Featuring Big Sean & Stefflon Don,Alone,3tbNT2X5tfMIVeUflYbZUZ,0.445,0.662,0.0164,0,0.219,0.479,200.04,2,-4.802,0,207458,4
1150,Lil Pump,Esskeetit,44KKhCyI0BGS6LvVyDqJtH,0.934,0.505,0.0229,0,0.0867,0.691,139.93,11,-7.648,1,181714,4
1151,Carrie Underwood,Cry Pretty,7B9UAoGiN4iMCv4s40xoiM,0.374,0.742,0.00517,0,0.11,0.21,139.953,6,-3.36,1,247320,3
1152,Zayn,Let Me,2cEmWBBlCfR9wWrY9JmTyt,0.46,0.566,0.239,5.96e-06,0.0967,0.189,168.408,9,-5.637,1,185373,4
1153,Swae Lee Featuring Slim Jxmmi,Guatemala,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1154,Young Thug Featuring Nicki Minaj,Anybody,5I30ByMf5nhgbSokY1EZiN,0.901,0.472,0.0381,0,0.11,0.479,120.0,11,-8.416,0,254947,4
1155,6ix9ine,Gotti,27oFpFktCq9JIXjJQRuv7a,0.728,0.584,0.0524,0,0.0658,0.365,161.9,10,-7.255,0,166852,4
1156,Ariana Grande,No Tears Left To Cry,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,0.04,3.11e-06,0.294,0.354,121.993,9,-5.507,0,205920,4
1157,J. Cole,ATM,2UciqgwVDwro0fev3MFbxJ,0.772,0.498,0.115,0,0.0898,0.351,81.817,8,-7.661,1,216727,4
1158,J. Cole,Kevin's Heart,6tZ3b7ik1QDXFAZlXib0YZ,0.829,0.527,0.482,0,0.631,0.475,116.079,6,-6.644,0,200310,4
1159,J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,0.823,0.783,0.21,0,0.113,0.199,141.882,0,-6.274,1,191437,4
1160,J. Cole,Photograph,0bhnUFDQFCEHCBlsQfHnj5,0.691,0.487,0.0299,0,0.0868,0.358,104.98,1,-6.416,1,218954,3
1161,J. Cole,Motiv8,1AT4xjNarTswd0UZ5FlmKF,0.869,0.385,0.135,0,0.0931,0.596,149.897,4,-7.801,1,133922,4
1162,J. Cole,1985 (Intro To The Fall Off),7EulRO07ZgchxqKUHb8Pvc,0.679,0.648,0.145,0,0.182,0.635,94.378,2,-5.892,1,190177,4
1163,J. Cole Featuring kiLL edward,The Cut Off,3rFF7kSm5qBOOPs6ljFgPp,0.734,0.543,0.186,0,0.372,0.336,78.168,1,-7.979,1,237295,4
1164,J. Cole,Brackets,5sWbwccBcyHsg5LEKWGZo9,0.678,0.567,0.188,1.67e-06,0.164,0.658,84.039,10,-9.148,0,315771,4
1165,Avicii,Wake Me Up!,0nrRP2bk19rLc0orkWPQk2,0.532,0.783,0.0038,0.0012,0.161,0.643,124.08,2,-5.697,1,247427,4
1166,J. Cole,Window Pain (Outro),5Lgqu1th1KqlG97OF2gWGe,0.719,0.626,0.0607,0,0.0728,0.179,75.032,8,-9.351,1,286730,4
1167,J. Cole Featuring kiLL edward,Friends,6onwlDmIVKE8bBgyBRSuS0,0.715,0.652,0.101,0,0.11,0.498,109.28,6,-7.909,0,257646,5
1168,J. Cole,Once An Addict (Interlude),0Px86mRlxdB3YqpK6KXWlr,0.623,0.473,0.626,0,0.119,0.138,84.066,8,-8.336,1,197822,4
1169,J. Cole,Intro,7EulRO07ZgchxqKUHb8Pvc,0.679,0.648,0.145,0,0.182,0.635,94.378,2,-5.892,1,190177,4
1170,"Khalid, Ty Dolla $ign & 6LACK",OTW,6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,0.183,3.26e-05,0.106,0.28,72.989,2,-6.183,1,263014,4
1171,Sugarland Featuring Taylor Swift,Babe,7fRruZ12gXGwBs0zXQ6e5V,0.535,0.777,0.0187,1.62e-06,0.136,0.664,171.72,4,-3.292,1,215107,4
1172,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1173,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found
1174,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,2NEBP8SXEqwZt2PRdPXXuy,0.764,0.587,0.0721,6.45e-06,0.094,0.494,89.98,5,-7.002,0,229573,4
1175,Rae Sremmurd & Travis Scott,Close,1oUudyBYVGMIC8JXeIsFzq,0.691,0.736,0.104,0,0.111,0.0395,140.034,0,-4.993,1,193510,4
1176,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,0.331,0,0.135,0.341,145.038,10,-5.804,1,231267,4
1177,Post Malone,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,0.625,0.536,0.038,2.31e-05,0.167,0.253,159.914,0,-5.428,1,221787,4
1178,Post Malone,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,0.599,0.571,0.198,0,0.0969,0.285,151.974,2,-4.998,1,206453,4
1179,Post Malone Featuring Swae Lee,Spoil My Night,5VuxWXbt7XENQCtE9TzpTv,0.672,0.717,0.341,2.4e-05,0.106,0.225,160.981,1,-2.714,1,194560,4
1180,Post Malone Featuring Nicki Minaj,Ball For Me,6IaieqiCVvsNvEt6Y7yOFa,0.797,0.55,0.513,0,0.0786,0.543,134.206,9,-4.166,1,206267,4
1181,Post Malone,Stay,4H7WNRErSbONkM06blBoGc,0.507,0.48,0.449,0,0.147,0.35,86.046,5,-5.418,1,204427,4
1182,Post Malone Featuring G-Eazy & YG,Same Bitches,688QpQAwqsLdBR6lr13wK1,0.731,0.774,0.434,3.34e-06,0.114,0.219,100.005,10,-5.273,0,212467,4
1183,Post Malone,Zack And Codeine,5lZZmityu9TAjNvSY6GLhR,0.738,0.824,0.15,0,0.132,0.386,138.039,5,-5.165,0,204360,4
1184,Post Malone,Over Now,09IOPhEh1OMe0HD9b36FJk,0.569,0.777,0.139,0,0.132,0.181,164.027,4,-4.041,0,246987,4
1185,Post Malone,Takin' Shots,5ffntNJnJOeFv7b7DCd0Bw,0.762,0.621,0.61,0,0.464,0.593,120.056,0,-6.24,1,216747,4
1186,Post Malone,92 Explorer,1D2L6MefbXon28PzIk9I3r,0.798,0.733,0.265,1.25e-06,0.114,0.861,146.046,7,-4.811,0,211427,4
1187,Post Malone,Otherside,4qWCFTuNnmGNdY4egtb4ZY,0.652,0.643,0.318,2.87e-06,0.208,0.109,104.932,9,-5.667,0,228227,4
1188,Post Malone,Blame It On Me,1ZemPoaj7LBj1RAQrb89EC,0.652,0.591,0.145,5.65e-06,0.164,0.274,121.873,11,-7.274,0,261800,4
1189,Post Malone,Sugar Wraith,0MrRAUcB8AZiB9ue2VOBYe,0.606,0.775,0.262,0,0.1,0.307,164.02,5,-4.269,0,228147,4
1190,Mason Ramsey,Famous,1lasE4yXQmZ5mwWdGQGn8E,0.534,0.815,0.708,0,0.111,0.564,159.848,5,-2.815,1,192520,4
1191,Post Malone,Jonestown (Interlude),0R6Jlsq25eZB3Wftpxi3oF,0.38,0.454,0.755,0.623,0.263,0.288,77.592,0,-10.271,0,112013,4
1192,YoungBoy Never Broke Again,Overdose,3A1BaBGT3HgzuDrV9pgX9v,0.809,0.845,0.224,0,0.638,0.67,90.015,10,-5.843,0,176990,4
1193,Kanye West Featuring T.I.,Ye vs The People,69b0SDYOymaqYwm3la237H,0.464,0.822,0.0568,0,0.103,0.722,79.973,1,-1.881,1,202641,4
1194,Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,0.854,0.463,0.117,0,0.354,0.549,120.024,5,-6.159,1,225773,4
1195,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,3DoBTwfr8yi2LN08SBpFkN,0.706,0.559,0.0372,0,0.379,0.252,78.534,4,-5.216,0,217405,4
1196,Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,0.551,0.402,0.676,0,0.0928,0.382,103.313,11,-7.431,1,193200,4
1197,Shawn Mendes Featuring Khalid,Youth,1h0yImRPIVAjhhHeNVlTuC,0.534,0.596,0.56,0,0.133,0.324,100.121,6,-6.653,0,190867,4
1198,Charlie Puth Featuring Kehlani,Done For Me,1lsBTdE6MGsKeZCD6llNu7,0.856,0.632,0.193,0,0.0688,0.697,112.009,6,-3.692,0,180493,4
1199,Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,4GeGOnrbE57XjvzaPI2lY9,0.788,0.63,0.0964,2.75e-06,0.137,0.242,79.998,8,-6.041,1,192500,4
1200,Brett Young,Mercy,2VIPU72L6tIR4w8J8ap6Kp,0.638,0.367,0.84,0,0.0999,0.219,71.957,4,-7.906,1,217120,4
1201,YoungBoy Never Broke Again,Preach,45RbAX2KxbPdNwUgeYA69j,0.731,0.675,0.175,0,0.213,0.381,155.049,8,-4.771,0,236071,4
1202,Playboi Carti Featuring Lil Uzi Vert,Shoota,2BJSMvOGABRxokHKB0OI8i,0.673,0.649,0.188,0,0.122,0.47,153.075,1,-8.433,0,153800,4
1203,Lil Baby & Drake,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,0.963,0.346,0.0355,0,0.108,0.562,119.957,5,-9.309,0,142273,4
1204,Selena Gomez,Back To You,6uRS1jemhMi0zWyuNmrtNI,0.6,0.725,0.0933,1.87e-06,0.12,0.506,102.056,6,-4.866,1,207905,4
1205,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,0.511,0.566,0.349,0,0.34,0.218,83.903,6,-7.23,0,239836,4
1206,Reik Featuring Ozuna & Wisin,Me Niego,4ggiDYAkJ7Yk8d5xOr7Xjo,0.777,0.782,0.0505,0,0.64,0.773,94.023,0,-4.435,0,221653,4
1207,Lil Skies,Lust,7oJrVhiTPZGBXWPwhxjy9S,0.718,0.767,0.138,0,0.114,0.519,160.084,9,-5.641,1,156000,4
1208,Juice WRLD,All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,0.0769,0.000335,0.0856,0.203,161.989,0,-7.226,1,165820,4
1209,BTS,Fake Love,0xa8vyNSdXOKku1Jkr74OA,0.579,0.689,0.00401,0,0.302,0.433,77.473,2,-5.027,0,242853,4
1210,Kevin Gates,Change Lanes,59XHPyb0MTMElZpkG0Wp69,0.706,0.783,0.129,0,0.0952,0.513,130.195,2,-5.337,1,205861,4
1211,Kris Wu,Like That,4caEPudXQ1xDd1garjHPFv,0.823,0.447,0.775,1.48e-05,0.0931,0.413,110.059,1,-10.562,0,228662,4
1212,Lil Baby,Southside,5lf3ajySox32qFvGEf2TFM,0.813,0.646,0.00271,0,0.191,0.375,77.518,4,-4.901,1,173437,4
1213,Lil Baby Featuring Gunna & Lil Uzi Vert,Life Goes On,2bSk87AVkCIIC3Bcligq1z,0.716,0.541,0.0021,0,0.115,0.387,139.978,1,-7.909,1,247055,4
1214,Kevin Gates,Let It Sing,090R9OdFMbQQksvwuXmNEY,0.737,0.728,0.0392,0,0.159,0.587,144.964,5,-5.498,0,195456,4
1215,Pharrell Williams x Camila Cabello,Sangria Wine,6XlSyYFTU1nodeWwwzVgTV,0.831,0.713,0.181,0,0.0572,0.69,132.109,1,-3.646,0,202853,4
1216,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",Welcome To The Party,5mqzhMuUpvnMfwNz6iepmO,0.618,0.845,0.114,0,0.415,0.486,171.921,2,0.175,1,181720,4
1217,NAV Featuring Travis Scott,Champion,6nO3tr47nr2P7f3hXb8JIo,0.642,0.782,0.381,0,0.108,0.396,162.005,5,-3.395,0,195053,4
1218,Sam Hunt,Downtown's Dead,5eFfsbjSouG8qOpg9ZqDl6,0.624,0.696,0.109,0,0.132,0.392,82.001,11,-6.006,1,213987,4
1219,Backstreet Boys,Don't Go Breaking My Heart,79Mjfhh393dZdAsTvUFDR6,0.643,0.703,0.0218,0,0.0964,0.246,95.041,0,-5.573,1,215724,4
1220,Drake,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,0.279,0,0.0836,0.492,150.002,11,-7.866,0,214467,4
1221,A$AP Rocky Featuring Skepta,Praise The Lord (Da Shine),7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,0.0609,0.0816,0.1,0.294,80.015,5,-8.151,0,205040,4
1222,6ix9ine Featuring DJ SPINKING,TATI,6SOBCABlykuNrO04rmXpLs,0.779,0.767,0.00214,0,0.102,0.523,91.981,11,-5.462,0,154565,4
